keywords,label,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08
CASIC,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,2,7,1,0,0,1,0,2,0,1,1,3,3,1,5,3,2,0,0,2,6,13,0,1,3,4,3,4,3,0,2,2,2,4,7,6,11,2,6,2,1,8,2,4,2,1,1,3,1,4,5,3,1,3,0,1
CASIS,org,0,0,0,0,0,0,0,3,0,0,0,0,19,20,0,0,0,1,5,0,1,0,0,0,0,10,0,0,0,0,0,12,6,0,0,0,0,0,0,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CLPS,term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,4,10,15,1,3,6,0,2,0,6,1,2,7,10,0,10,11,0,5,6,3,0,1,6,3,3,0,3,2,2,4,0,1,5,5,3,0,2,0,1,0,2,4,0,1,9,5,9,1,1,1,0,5,11,7,0,0,0,0
CNES,org,10,3,7,6,0,1,0,4,1,4,0,6,6,1,0,5,9,0,7,4,8,4,4,2,4,2,5,0,0,0,6,4,2,3,4,4,1,3,9,6,3,0,5,3,2,2,7,6,1,1,1,2,1,4,1,2,1,1,7,0,1,1,1,1,2,2,5,0,6,6,4,5,2,1,0,0,0,3,1,2
COVID,term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,3,1,8,1,6,4,4,2,3,7,1,3,1,2,9,6,2,6,3,0,0,3,8,1,2,0,3,0,2,0,0,1,0,0,0,3,0,0,0
COVID-19,term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,40,23,19,16,12,7,11,9,12,2,8,13,15,11,1,3,12,6,7,6,5,2,5,4,2,1,1,4,2,3,1,0,0,2,0,2,0,3,0,0,0
CSF,org,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,1,0,14,4,0,3,0,6,1,0,0,2,0,9,14,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0
CST-100 Starliner,satellite,2,6,1,3,0,0,3,1,1,0,0,1,3,2,1,2,3,1,2,2,1,4,2,0,3,1,2,3,2,3,1,1,0,4,7,9,3,6,3,3,2,4,2,3,1,4,1,3,3,4,0,4,1,1,5,4,2,7,0,3,1,2,2,3,4,2,2,2,1,5,1,0,2,1,4,1,2,6,0,1
California,loc,14,17,27,15,33,14,9,18,16,12,11,12,34,13,13,23,24,8,15,23,9,25,18,12,21,17,6,18,16,5,13,18,14,37,6,10,21,26,44,26,25,12,9,21,13,7,18,14,11,15,6,20,15,12,7,20,13,9,7,9,17,28,15,25,7,6,9,16,19,15,19,13,11,19,15,15,21,8,5,0
Canada,loc,3,5,2,8,4,5,12,2,0,2,10,3,6,14,10,3,14,5,15,5,17,5,27,5,1,20,18,11,14,5,7,7,6,12,9,2,5,3,4,2,3,10,0,1,3,16,9,13,6,6,9,34,11,10,5,13,1,3,6,7,5,11,8,13,23,4,5,9,6,11,13,3,41,18,13,17,1,14,3,0
Canadian,loc,12,5,4,7,10,9,15,3,0,4,15,1,15,27,9,3,8,5,24,5,7,6,20,1,7,13,20,3,16,16,13,16,6,2,11,12,3,1,6,3,2,14,4,3,6,12,12,13,3,9,9,46,14,6,7,26,3,1,9,8,5,9,18,14,24,8,3,8,7,6,13,4,32,4,15,16,10,6,5,2
Canadian Space Agency,org,0,1,1,7,1,2,2,0,0,4,0,0,2,5,0,0,2,1,2,0,2,2,2,1,0,3,3,1,4,7,1,0,1,0,0,0,2,0,1,0,0,3,0,1,0,3,1,3,2,1,1,5,2,5,0,1,0,0,0,2,2,1,0,1,1,1,0,1,2,0,2,3,2,0,2,3,0,2,0,0
Cape Canaveral,loc,14,7,18,9,8,6,0,6,9,1,2,7,9,7,5,3,4,8,5,8,4,7,6,11,8,5,4,8,4,3,8,7,5,12,3,10,4,6,9,8,2,6,9,13,9,0,4,10,2,3,7,4,2,3,4,6,7,3,6,6,7,20,3,4,10,7,1,8,6,5,4,5,7,8,10,13,13,8,4,0
Cape Canaveral Air Force Station,loc,1,5,4,2,3,4,2,3,4,0,1,3,11,4,5,1,2,2,0,3,1,1,0,3,2,5,1,5,5,3,2,5,3,1,2,0,4,6,5,5,3,3,4,7,2,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape Canaveral Space Force Station,loc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,4,4,5,4,7,0,2,1,1,2,3,6,5,5,2,2,3,3,3,1,8,4,2,4,7,11,2,4,3,1,0
Capella,com,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,5,13,0,17,0,6,9,13,10,0,7,0,15,12,0,1,3,5,0,1,0,0,0,0,0,7,0,0,14,8,10,1,0,0,4,17,0,0,2,7,4,0,0,0,9,2,4,0,0,0,0,1
Capella Space,com,0,0,0,0,0,2,0,1,2,1,0,0,0,4,0,0,2,0,0,1,9,0,1,1,2,0,0,0,7,1,0,4,0,2,1,7,2,1,3,1,1,5,1,9,3,4,7,6,3,3,1,1,2,6,0,2,3,9,7,4,4,1,5,7,1,0,1,5,2,0,1,1,7,4,7,0,3,0,0,1
Capitol Hill,loc,1,3,0,0,1,1,2,0,5,1,2,4,5,9,5,5,5,9,2,7,3,5,2,2,4,5,10,12,10,6,8,0,8,6,5,2,1,2,2,0,1,2,4,1,6,1,3,1,1,2,4,5,2,0,0,1,0,1,2,3,1,1,0,1,1,1,2,1,3,1,0,2,0,2,1,1,3,0,4,0
Center for Strategic and International Studies,org,0,0,0,2,0,1,0,2,3,2,0,3,7,3,5,1,3,2,0,0,6,6,4,2,3,0,2,2,3,0,2,0,0,1,1,1,0,1,2,1,2,0,1,3,1,0,1,2,1,4,1,2,0,0,1,0,2,0,2,0,2,1,1,3,2,0,0,0,0,1,0,2,1,0,1,1,1,0,0,0
Chang e-5,satellite,3,0,1,1,1,0,8,0,1,0,0,0,0,0,1,2,4,0,1,0,1,2,0,1,4,0,0,0,1,3,3,2,0,1,2,3,3,0,0,1,1,0,1,1,6,2,15,43,3,1,5,2,0,0,0,0,9,1,1,0,0,12,2,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
China,loc,14,14,31,29,22,23,112,58,15,13,15,32,49,68,34,72,42,55,65,76,76,72,46,37,55,43,36,78,54,54,35,44,42,25,71,36,39,61,47,47,46,41,73,61,62,62,45,62,58,62,79,113,99,85,40,97,78,75,89,67,83,93,109,120,74,49,53,69,72,88,70,85,74,110,87,79,78,51,139,12
China Aerospace Science and Technology Corporation,org,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,3,1,1,5,2,1,0,2,3,4,2,0,0,2,2,4,1,2,1,2,3,3,4,0,0,1,3,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,2,3,4,2,2,3,2,3,2,0,2,2,3,1,4,3,1,0,1,0
China s,loc,0,0,2,0,1,0,4,0,0,0,0,1,1,0,0,5,1,3,2,3,2,0,2,1,2,1,0,1,3,3,3,0,1,1,3,0,1,1,2,3,3,3,3,2,4,2,0,3,4,2,7,4,4,4,2,4,1,5,2,2,4,7,5,8,7,4,7,4,4,5,5,4,4,9,2,6,5,0,6,1
Chinese,loc,18,1,12,7,13,29,55,17,4,7,5,7,18,11,18,25,26,17,18,32,31,27,27,19,33,24,22,24,59,21,26,28,18,17,29,27,23,14,19,22,26,15,33,35,39,35,22,26,34,41,40,42,23,24,24,54,19,42,34,24,32,38,37,46,38,20,26,25,21,32,14,17,30,55,33,27,25,16,74,4
Colorado,loc,4,3,2,5,3,4,2,4,1,2,2,1,8,2,2,5,2,1,0,11,3,2,1,2,3,7,6,4,2,4,1,5,4,5,1,1,6,13,12,6,8,5,9,8,5,5,12,5,11,13,7,6,8,15,0,25,9,12,2,0,4,15,3,20,7,6,6,9,7,1,3,1,7,2,4,7,18,4,5,0
Colorado Springs,loc,1,0,3,0,4,2,1,0,2,1,0,1,2,1,5,3,6,3,1,1,1,0,0,4,1,2,0,14,3,3,4,4,0,2,1,2,7,5,12,2,8,3,4,5,0,0,5,0,5,1,2,6,3,5,0,13,7,6,0,0,3,2,1,11,2,2,1,2,5,0,0,1,2,0,2,5,6,2,1,0
Commerce,org,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,10,18,23,4,1,0,0,2,1,0,0,4,1,1,2,2,0,0,0,8,1,0,0,0,0,5,2,1,5,3,4,11,10,5,0,1,2,1,7,0,0,0,1,1,0,2,0,0,2,1,0,1,2,2,0,4,1,0,0,0,3,0,6,0,0
Commerce Department,org,4,0,1,0,0,0,1,2,0,0,0,0,12,1,3,11,15,34,4,3,2,7,4,8,0,1,12,11,3,4,8,3,3,1,3,5,4,2,0,0,11,7,0,12,4,9,17,9,3,1,5,1,0,2,9,2,2,10,1,5,0,8,2,8,0,1,3,1,6,2,0,5,7,1,0,0,1,10,3,0
Commercial Lunar Payload Services,term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,2,2,2,1,1,2,0,2,0,3,1,1,7,3,2,3,3,0,2,1,2,0,1,2,1,1,2,1,1,1,1,0,0,0,2,3,0,2,0,1,2,4,3,0,3,2,0,4,1,1,1,0,5,4,3,2,1,0,0
Commercial Spaceflight Federation,org,1,3,2,0,1,1,1,0,3,1,1,4,2,3,1,0,2,0,1,0,2,2,2,2,0,1,1,4,3,0,4,2,1,3,2,2,2,1,4,4,3,1,2,1,1,4,1,3,0,0,3,2,0,1,1,0,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,4,0
Congress,org,30,30,38,22,38,19,19,13,22,40,22,27,29,43,49,57,53,79,37,57,63,46,42,57,65,41,98,74,79,58,60,23,46,32,25,26,35,70,44,30,59,36,30,30,41,29,45,45,36,24,36,16,36,28,21,31,20,17,7,31,23,25,20,27,20,18,23,12,12,5,9,18,19,27,21,30,21,16,51,2
Copernicus,satellite,0,0,1,2,0,1,2,0,0,5,3,14,0,0,0,15,0,2,0,0,1,0,4,0,12,0,1,0,1,1,1,1,0,0,5,0,8,1,1,0,1,0,18,0,5,0,4,5,6,0,0,2,6,6,0,1,2,3,0,4,1,1,0,0,0,0,0,1,1,0,5,1,0,0,1,1,2,1,8,0
Crew Dragon,satellite,1,6,2,0,0,0,3,0,1,0,2,1,9,2,1,2,3,1,6,7,6,6,7,4,6,18,26,17,8,7,10,1,3,18,16,16,22,13,20,10,36,36,17,21,12,5,10,12,8,11,9,25,12,8,7,3,19,26,24,10,4,13,10,27,10,5,6,13,10,22,8,2,9,13,13,4,10,2,7,2
Cygnus,satellite,0,0,19,32,1,25,0,2,0,1,24,2,0,0,0,2,9,0,2,0,1,1,11,1,1,0,1,25,0,0,9,6,1,9,18,0,0,16,6,2,0,3,1,3,3,6,0,3,1,10,1,0,0,1,2,7,0,0,0,3,0,10,8,1,0,9,2,7,0,0,25,3,2,0,2,4,1,6,25,0
D-Orbit,com,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,1,1,0,8,16,0,0,0,0,8,0,1,1,2,10,0,0,1,0,1,2,0,13,2,1,0,0,0,0,16,1,1,0,2,23,0,7,2,2,3,0,3,0,0,8,2,13,0,0
DARPA,org,20,39,13,21,25,14,22,0,4,6,36,0,1,17,19,10,16,14,9,19,14,8,35,12,49,16,10,20,8,15,21,0,4,29,1,4,28,29,25,6,5,19,20,17,3,6,10,5,9,21,17,19,8,8,11,5,13,5,4,7,11,4,3,3,10,1,1,15,2,3,12,2,10,0,0,3,13,8,5,0
DART,satellite,2,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,6,0,1,0,6,0,0,1,0,0,0,3,0,4,6,0,1,2,0,9,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,3,2,21,5,0,1,1,2,0,4,0,0,0,0
DIU,org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,12,0,0,6,6,7,0,4,1,1,13,5,0,14,3,1,0,0,0,1,0,3,5,7,0,3,3,4,11,0,4,8,0,2,8,3,2,16,7,3,5,9,6,0,1,2,8,0,6,0,0
DLR,org,2,1,0,0,0,0,11,4,1,10,0,4,3,0,0,2,4,1,2,1,1,0,1,0,2,2,9,1,2,1,0,1,0,9,4,0,0,4,0,0,5,0,6,3,3,0,9,3,2,0,0,5,10,1,2,6,5,1,3,1,0,0,0,7,2,3,0,0,0,1,4,0,1,0,1,0,0,0,4,0
Defense Advanced Research Projects Agency,org,1,1,3,2,2,2,2,0,3,2,5,0,1,3,4,5,1,4,5,8,5,3,5,2,8,4,5,6,3,7,1,2,4,5,0,1,5,0,2,2,2,5,2,7,2,1,2,2,2,4,5,6,4,3,2,1,5,3,2,4,3,4,2,3,3,1,1,4,2,3,3,2,2,1,0,1,2,2,0,0
Defense Department,org,11,9,7,13,10,10,8,9,7,10,16,14,12,16,13,25,13,26,2,20,22,21,11,14,10,19,20,26,25,9,6,11,13,13,4,1,12,8,25,21,10,10,13,21,10,9,19,12,11,10,18,13,13,12,10,26,9,8,12,10,11,10,11,14,10,16,6,1,12,12,6,9,13,9,8,7,9,9,16,1
Delta 4,rocket,1,3,9,1,1,3,0,3,1,0,2,0,1,2,2,3,0,4,1,0,2,6,1,1,2,0,13,3,5,2,5,4,3,7,1,2,0,1,0,0,1,1,0,4,4,1,1,3,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,3,0,0,0,0,1,0,2,0,1,0,0
Delta 4 Heavy,rocket,0,3,1,0,8,1,0,1,0,1,0,1,0,5,2,1,4,0,0,3,1,0,0,0,1,0,2,1,20,2,2,23,10,9,2,1,0,0,0,0,0,0,0,13,9,1,5,9,1,0,1,8,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,8,0,0,0,0,1,0,2,0,4,0,1
Democrats,term,0,2,0,0,2,0,0,0,0,1,4,6,7,1,2,1,0,3,0,3,0,4,17,8,8,0,6,2,2,1,1,0,1,0,0,3,3,2,0,0,0,1,1,0,0,0,4,0,3,3,3,0,0,0,0,1,3,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,3,1,0,0,0,0,0,0
Department of Commerce,org,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,3,3,6,7,1,1,1,2,0,0,0,2,0,1,3,1,4,0,0,4,0,1,1,0,0,1,2,1,2,1,4,5,3,5,1,1,6,2,2,2,2,3,2,2,0,2,2,0,2,2,0,0,3,1,0,5,6,0,0,2,2,0,5,0,0
Department of Defense,org,6,1,4,2,0,3,8,1,0,5,1,4,3,0,3,12,5,6,5,10,4,4,2,7,8,3,5,4,2,4,2,1,8,3,3,2,3,9,6,3,12,9,6,4,4,2,3,10,2,7,6,7,4,3,9,2,10,11,1,7,4,5,3,9,4,9,6,10,7,4,4,11,7,7,3,2,6,6,9,1
Department of the Air Force,org,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,2,4,3,6,10,4,5,4,5,3,3,3,5,2,0,8,8,3,3,1,3,2,2,1,1,2,1,2,1,1,2,0,4,3,0,8,3,0,0,1,1,1,3,3,3,0,1,2,2,1,3,1,3,1,2,0,0,2,0,0
DigitalGlobe,com,0,43,6,6,13,33,17,1,11,20,4,8,4,3,1,10,30,1,6,3,4,6,9,4,15,4,7,3,3,6,0,1,1,5,0,1,1,1,1,0,1,2,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,1,0,0,0
DoD,org,5,18,4,0,6,1,12,3,1,4,10,17,11,22,37,56,57,27,18,58,36,45,52,45,54,55,91,107,119,59,77,29,31,35,12,28,8,49,47,45,72,60,59,19,18,30,18,15,9,19,30,21,35,21,10,54,56,19,43,45,30,38,50,21,37,49,29,16,46,29,20,26,33,12,45,46,19,28,26,2
Dragon,satellite,7,37,10,4,2,37,9,17,1,3,6,14,2,4,4,18,3,11,0,2,6,3,8,17,5,5,6,10,11,0,10,6,1,9,6,16,5,4,17,7,3,10,2,5,13,0,1,17,6,4,5,10,3,9,1,8,2,2,3,4,1,9,4,8,2,9,11,2,0,5,13,0,3,4,11,1,8,6,3,1
Draper,com,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,11,1,7,0,0,1,1,4,0,13,1,1,7,2,0,1,6,1,3,2,3,0,2,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,4,2,5,1,1,5,0,1,4,9,6,0,0,0
Dream Chaser,satellite,1,2,1,1,2,0,0,8,0,0,12,0,5,3,0,38,0,0,2,1,2,0,0,12,0,0,0,1,0,1,1,11,0,22,3,1,10,0,0,2,0,0,6,0,1,0,10,0,0,1,0,4,3,8,0,2,3,6,6,1,0,12,1,9,6,10,2,0,5,3,2,0,1,2,0,4,0,14,6,0
Dynetics,com,1,0,1,1,0,2,4,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,14,7,3,0,6,13,5,0,2,13,2,1,2,1,4,2,23,14,3,14,9,5,1,2,4,1,1,1,2,0,0,0,0,2,1,0,7,0,0,0,1,14,0,0,0
EELV,satellite,0,0,1,1,0,0,1,0,0,0,7,6,4,4,7,9,5,1,0,2,0,11,0,2,7,5,13,4,9,0,0,2,3,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
EM-1,satellite,0,25,8,13,4,1,0,0,5,6,1,3,0,2,0,3,1,0,0,0,0,4,0,0,0,0,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESA,org,39,52,17,10,11,54,13,27,9,41,11,23,7,21,5,41,8,13,15,16,17,52,25,22,50,13,14,26,16,5,23,19,28,48,124,20,29,35,41,18,8,11,42,25,16,41,31,56,37,30,9,36,20,62,24,13,14,12,39,12,43,51,40,47,20,32,46,24,33,43,102,33,40,9,32,40,12,14,85,0
EU,org,1,3,0,1,0,12,3,1,0,12,10,2,0,2,1,19,12,8,4,0,5,4,1,9,10,0,0,0,3,2,0,0,2,0,10,0,18,0,2,0,5,2,7,0,0,0,1,15,19,0,0,9,12,32,0,10,0,0,3,1,1,8,2,0,0,1,0,0,2,0,5,3,1,0,0,0,0,1,0,0
Earth,loc,14,19,9,20,11,16,21,21,19,25,7,14,11,26,12,12,25,21,19,22,8,24,24,24,16,22,28,29,11,26,27,23,17,14,11,14,18,18,28,14,9,17,30,27,22,22,36,34,16,34,20,63,19,19,26,30,30,32,42,21,19,26,13,39,30,24,21,31,25,28,29,31,39,16,10,27,12,14,38,3
Earth observation,term,0,0,1,1,0,4,0,2,0,1,1,2,1,0,0,1,1,0,1,1,2,2,2,2,1,0,2,1,4,1,0,1,3,4,10,1,1,1,0,0,0,2,0,1,2,3,1,1,1,0,1,5,3,3,2,2,1,2,3,3,3,6,1,7,5,1,4,3,2,3,2,3,2,1,1,1,2,3,5,2
Earth orbit,term,1,3,2,1,2,3,3,0,1,2,0,2,4,5,3,2,4,2,0,2,6,4,5,1,1,2,5,3,2,2,1,4,0,5,1,1,8,3,2,1,2,3,2,2,1,0,2,4,0,3,5,0,0,0,3,5,4,1,4,3,2,7,2,1,3,2,5,2,2,3,1,3,3,7,2,3,3,4,4,0
Earth s,loc,1,0,3,1,2,1,0,4,3,1,3,2,1,3,0,1,0,0,1,2,2,4,0,4,0,0,2,2,0,1,3,4,0,5,0,2,2,1,5,5,0,0,2,2,1,1,7,10,2,0,2,4,2,2,2,3,2,2,2,0,0,1,1,4,0,2,2,0,1,3,0,2,2,2,2,0,1,2,0,1
Earth science,term,13,2,4,7,10,2,4,0,3,0,1,0,5,7,1,2,9,4,0,5,1,0,0,3,0,0,3,0,1,1,0,2,0,0,2,1,1,2,1,0,4,2,3,1,0,1,4,0,1,2,0,4,1,0,2,0,0,0,0,2,1,1,0,1,1,1,1,2,1,4,1,1,3,0,2,1,1,2,4,0
Eastern,loc,4,4,2,4,5,17,6,7,4,2,9,8,2,2,3,3,7,2,4,3,1,5,9,11,8,5,8,5,9,5,3,6,1,4,4,10,5,6,5,1,8,0,8,5,2,6,7,9,5,7,7,10,10,5,6,10,9,11,5,12,6,4,12,5,9,7,8,9,7,7,15,5,3,3,8,7,5,3,1,0
Eastern Range,loc,0,0,0,1,0,0,0,1,0,0,0,0,0,9,3,0,1,0,0,1,0,1,1,0,0,2,0,1,2,0,0,0,0,8,2,0,2,1,1,1,1,0,0,0,1,1,0,0,0,1,5,2,3,0,2,0,0,0,0,2,3,8,0,0,0,1,1,5,16,1,1,0,0,1,7,0,3,1,0,0
EchoStar,com,0,0,3,0,2,2,1,29,9,3,10,0,1,0,0,0,1,11,13,16,4,2,0,1,0,12,6,0,20,1,1,0,0,4,25,9,1,7,5,0,25,0,0,0,0,0,9,2,0,8,0,0,0,13,1,11,0,0,0,0,0,0,0,0,11,0,1,1,1,0,1,1,0,8,0,0,7,2,27,0
Electron,satellite,5,7,4,0,29,2,6,12,7,1,7,9,18,3,0,9,4,9,15,18,4,16,11,9,5,2,5,16,6,11,9,28,9,10,10,17,14,21,14,17,7,13,16,24,6,15,21,7,12,4,22,2,14,19,13,26,12,12,16,9,1,13,11,14,16,9,7,12,8,6,19,21,11,3,19,10,24,7,32,15
Elon Musk,com,2,2,0,1,3,1,1,1,1,3,3,3,2,1,1,2,3,0,0,0,0,2,4,2,1,0,3,3,0,2,2,1,3,5,0,0,4,2,3,1,2,3,0,1,0,0,2,3,2,4,5,6,1,0,0,3,1,1,3,1,2,2,10,3,2,4,1,1,2,3,2,4,1,1,0,0,2,0,0,0
Euroconsult,com,0,0,1,0,0,0,1,3,9,2,0,1,0,0,4,0,0,0,0,0,15,0,0,4,2,0,4,0,1,1,0,3,11,2,4,0,1,4,3,0,0,0,2,0,0,1,12,0,0,0,1,1,1,0,0,3,0,1,0,12,4,0,3,2,5,6,1,3,7,1,0,2,3,2,3,1,1,0,0,4
Europa,loc,0,16,13,12,11,3,6,6,7,0,0,0,2,2,4,0,7,2,1,3,0,12,15,6,0,0,9,4,7,0,0,7,0,0,1,5,0,1,0,0,0,1,6,1,4,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,3,0,0,4,2,0,0,0
Europa Clipper,satellite,0,5,9,4,8,1,6,4,5,0,1,0,0,11,4,2,12,0,4,3,0,5,11,3,3,1,21,5,15,2,0,14,1,0,2,6,0,8,1,0,1,1,11,8,1,0,0,11,9,7,3,1,0,0,17,0,1,0,0,0,0,1,0,2,1,0,3,0,2,1,1,1,1,0,4,2,3,1,0,0
Europe,loc,15,18,14,17,20,24,12,20,6,60,23,25,12,5,12,33,23,8,27,24,16,33,9,7,27,23,15,9,7,10,5,17,18,15,30,7,27,9,9,7,14,5,7,10,16,8,10,18,12,8,15,26,21,40,13,23,6,14,24,13,35,24,26,20,16,26,14,15,26,21,39,22,29,26,20,25,27,13,39,1
European,loc,19,21,8,15,10,19,7,13,13,36,15,16,11,14,3,31,19,8,18,15,25,27,17,6,30,16,16,12,11,3,11,12,16,10,30,14,26,5,14,9,10,3,21,10,14,9,7,17,13,6,12,12,25,20,6,15,6,16,33,9,30,39,31,22,9,21,15,12,25,15,33,19,26,12,17,22,11,15,48,2
European Commission,org,1,7,7,5,0,1,0,0,5,8,8,8,3,2,0,7,3,3,2,4,1,2,3,2,13,0,2,5,2,2,4,1,2,0,8,1,9,0,2,0,2,0,4,2,5,0,3,1,9,0,0,1,4,9,2,2,0,0,1,3,9,1,0,0,0,3,0,6,6,1,7,1,4,6,1,2,8,0,4,0
European Space Agency,org,7,8,8,6,5,16,6,11,7,15,12,13,7,6,5,17,8,5,14,8,7,12,10,8,14,8,12,9,11,9,12,9,13,10,24,7,21,7,19,7,8,5,21,10,14,9,15,11,8,13,9,10,14,20,9,13,9,16,10,8,14,13,9,17,13,16,17,5,10,14,20,14,13,11,16,10,16,10,29,1
European Union,org,5,4,0,1,1,5,1,2,5,13,4,4,0,3,2,6,2,3,5,3,5,5,2,1,7,3,4,7,6,2,0,0,7,2,6,2,4,2,2,0,3,2,6,0,3,2,2,9,5,1,1,5,5,10,6,6,4,7,3,2,8,5,6,2,1,6,2,3,4,3,7,13,4,3,2,1,6,2,4,0
Eutelsat,com,17,17,14,10,17,16,3,29,3,44,14,2,8,21,21,55,48,13,10,31,9,16,4,7,9,37,8,9,29,3,3,26,46,44,11,2,22,20,13,1,10,18,13,18,16,4,12,1,3,7,9,16,31,5,4,13,9,17,12,13,7,14,3,2,10,9,23,7,28,32,17,35,4,15,15,3,21,9,21,4
Exolaunch,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,1,8,0,11,0,0,0,0,0,9,0,9,0,16,0,15,3,11,0,0,1,1,0,11,1,1,7,1,0,10,11,1,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Expace,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,1,0,0,0,0,0,3,0,1,1,1,4,1,3,4,3,1,6,0,3,1,0,2,3,3,3,2,0,1,4,2,2,4,2,5,3,3,1,1,1,6,1,2,5,0,0,0,2,4,1,1,0,1,1,0
FAA,org,25,9,8,3,7,5,6,1,5,17,0,10,2,17,12,22,9,29,10,11,12,7,36,10,21,25,13,14,33,4,27,31,16,23,17,27,1,10,6,7,10,7,8,0,1,32,27,2,25,43,45,5,19,35,14,21,29,14,5,31,13,23,20,5,15,36,4,4,12,3,1,18,5,20,14,28,30,28,34,0
FCC,org,8,3,13,6,2,11,5,4,5,28,23,13,16,7,33,19,15,51,12,5,2,21,43,27,19,8,51,15,24,11,37,34,36,30,40,11,30,80,31,114,141,78,44,37,7,54,13,20,15,2,9,44,25,25,15,9,7,8,20,2,17,12,7,10,7,14,16,33,64,15,10,36,14,11,21,14,14,6,16,0
